OrderID,Date,Product,Quantity,Price,Category,Total
491,2023-08-11,Tablet,3,3217,Elektronik,9651
492,2023-09-07,Monitor,4,691,Elektronik,2764
493,2023-05-27,Tablet,3,2820,Elektronik,8460
494,2023-04-06,Monitor,3,813,Elektronik,2439
495,2023-09-14,Monitor,3,1035,Elektronik,3105
496,2023-11-21,Klavye,1,4437,Aksesuar,4437
497,2023-01-04,Tablet,4,101,Elektronik,404
498,2023-01-16,Monitor,2,2948,Elektronik,5896
499,2023-10-07,Kulaklık,1,4144,Aksesuar,4144
500,2023-12-02,Mouse,3,2049,Aksesuar,6147
